行業別大類,行業別中類,行業別小類,月份,用電量
C.製造業,23 非金屬礦物製品製造業,232 耐火、黏土建材及其他陶瓷製品製造業,05,35109667
C.製造業,23 非金屬礦物製品製造業,233 水泥及其製品製造業,05,129461860
C.製造業,23 非金屬礦物製品製造業,234 石材製品製造業,05,9165405
C.製造業,23 非金屬礦物製品製造業,239 其他非金屬礦物製品製造業,05,38496165
C.製造業,24 基本金屬製造業,241 鋼鐵製造業,05,945108829
C.製造業,24 基本金屬製造業,242 鋁製造業,05,71334221
C.製造業,24 基本金屬製造業,243 銅製造業,05,96979184
C.製造業,24 基本金屬製造業,249 其他基本金屬製造業,05,29382338
C.製造業,25 金屬製品製造業,251 金屬刀具、手工具及模具製造業,05,96368827
C.製造業,25 金屬製品製造業,252 金屬結構及建築組件製造業,05,64320314
C.製造業,25 金屬製品製造業,253 金屬容器製造業,05,14215528
C.製造業,25 金屬製品製造業,254 金屬加工處理業,05,183377321
C.製造業,25 金屬製品製造業,259 其他金屬製品製造業,05,172122070
C.製造業,26 電子零組件製造業,261 半導體製造業,05,2282432113
C.製造業,26 電子零組件製造業,262 被動電子元件製造業,05,147890672
C.製造業,26 電子零組件製造業,263 印刷電路板製造業,05,292596789
C.製造業,26 電子零組件製造業,264 光電材料及元件製造業,05,1049387011
C.製造業,26 電子零組件製造業,269 其他電子零組件製造業,05,274893649
C.製造業,27 電腦、電子產品及光學製品製造業,271 電腦及其週邊設備製造業,05,49649888
C.製造業,27 電腦、電子產品及光學製品製造業,272 通訊傳播設備製造業,05,27691979
C.製造業,27 電腦、電子產品及光學製品製造業,273 視聽電子產品製造業,05,7112234
C.製造業,27 電腦、電子產品及光學製品製造業,274 資料儲存媒體製造業,05,23279770
C.製造業,27 電腦、電子產品及光學製品製造業,275 量測、導航、控制設備及鐘錶製造業,05,16520713
C.製造業,27 電腦、電子產品及光學製品製造業,276 輻射及電子醫學設備製造業,05,1063100
C.製造業,27 電腦、電子產品及光學製品製造業,277 光學儀器及設備製造業,05,62581372
C.製造業,28 電力設備及配備製造業,281 發電、輸電及配電機械製造業,05,22169908
C.製造業,28 電力設備及配備製造業,282 電池製造業,05,27112241
C.製造業,28 電力設備及配備製造業,283 電線及配線器材製造業,05,44129302
C.製造業,28 電力設備及配備製造業,284 照明設備及配備製造業,05,6494300
C.製造業,28 電力設備及配備製造業,285 家用電器製造業,05,17689371
C.製造業,28 電力設備及配備製造業,289 其他電力設備及配備製造業,05,100165265
C.製造業,29 機械設備製造業,291 金屬加工用機械設備製造業,05,44995205
C.製造業,29 機械設備製造業,292 其他專用機械設備製造業,05,55677723
C.製造業,29 機械設備製造業,293 通用機械設備製造業,05,95053779
C.製造業,30 汽車及其零件製造業,301 汽車製造業,05,13290856
C.製造業,30 汽車及其零件製造業,302 車體製造業,05,1659568
C.製造業,30 汽車及其零件製造業,303 汽車零件製造業,05,127700225
C.製造業,31 其他運輸工具及其零件製造業,311 船舶及浮動設施製造業,05,12400226
C.製造業,31 其他運輸工具及其零件製造業,312 機車及其零件製造業,05,26153872
C.製造業,31 其他運輸工具及其零件製造業,313 自行車及其零件製造業,05,34746026
C.製造業,31 其他運輸工具及其零件製造業,319 未分類其他運輸工具及其零件製造業,05,28874022
C.製造業,32 家具製造業,321 非金屬家具製造業,05,7539385
C.製造業,32 家具製造業,322 金屬家具製造業,05,6350356
C.製造業,33 其他製造業,331 育樂用品製造業,05,24194717
C.製造業,33 其他製造業,332 醫療器材及用品製造業,05,41753730
C.製造業,33 其他製造業,339 未分類其他製造業,05,18814831
C.製造業,34 產業用機械設備維修及安裝業,,05,17072253
D.電力及燃氣供應業,35 電力及燃氣供應業,351 電力供應業,05,17048227
D.電力及燃氣供應業,35 電力及燃氣供應業,352 氣體燃料供應業,05,39247628
D.電力及燃氣供應業,35 電力及燃氣供應業,353 蒸汽供應業,05,160103
E.用水供應及污染整治業,36 用水供應業,,05,99592315
E.用水供應及污染整治業,37 廢水及污水處理業,,05,3211641
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,381 廢棄物清除業,05,2800024
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,382 廢棄物處理業,05,6537572
E.用水供應及污染整治業,38 廢棄物清除、處理及資源回收處理業,383 資源回收處理業,05,8547133
E.用水供應及污染整治業,39 污染整治業,,05,293941
F.營建工程業,41 建築工程業,,05,28296663
F.營建工程業,42 土木工程業,421 道路工程業,05,8159427
F.營建工程業,42 土木工程業,422 公用事業設施工程業,05,13025577
F.營建工程業,42 土木工程業,429 其他土木工程業,05,1728288
F.營建工程業,43 專門營造業,431 整地、基礎及結構工程業,05,1367933
F.營建工程業,43 專門營造業,432 庭園景觀工程業,05,151323
F.營建工程業,43 專門營造業,433 機電、管道及其他建築設備安裝業,05,5848386
F.營建工程業,43 專門營造業,434 建物完工裝修工程業,05,1775923
F.營建工程業,43 專門營造業,439 其他專門營造業,05,2451652
G.批發及零售業,45 批發業,451 商品批發經紀業,05,5261512
G.批發及零售業,45 批發業,452 綜合商品批發業,05,10502526
G.批發及零售業,45 批發業,453 農產原料及活動物批發業,05,11933481
G.批發及零售業,45 批發業,454 食品、飲料及菸草製品批發業,05,47322808
G.批發及零售業,45 批發業,455 布疋及服飾品批發業,05,7996700
G.批發及零售業,45 批發業,456 家用器具及用品批發業,05,11395461
G.批發及零售業,45 批發業,457 藥品、醫療用品及化粧品批發業,05,6246948
G.批發及零售業,45 批發業,458 文教育樂用品批發業,05,2798752
G.批發及零售業,45 批發業,461 建材批發業,05,26868195
G.批發及零售業,45 批發業,462 化學原材料及其製品批發業,05,13935794
G.批發及零售業,45 批發業,463 燃料及相關產品批發業,05,2935631
G.批發及零售業,45 批發業,464 機械器具批發業,05,25981483
G.批發及零售業,45 批發業,465 汽機車及其零配件、用品批發業,05,6596064
G.批發及零售業,45 批發業,469 其他專賣批發業,05,12219823
G.批發及零售業,47 零售業,471 綜合商品零售業,05,310062794
G.批發及零售業,47 零售業,472 食品、飲料及菸草製品零售業,05,38556319
G.批發及零售業,47 零售業,473 布疋及服飾品零售業,05,13513168
G.批發及零售業,47 零售業,474 家用器具及用品零售業,05,12121671
G.批發及零售業,47 零售業,475 藥品、醫療用品及化粧品零售業,05,7840659
G.批發及零售業,47 零售業,476 文教育樂用品零售業,05,4877337
G.批發及零售業,47 零售業,481 建材零售業,05,1818653
G.批發及零售業,47 零售業,482 燃料及相關產品零售業,05,6886260
G.批發及零售業,47 零售業,483 資訊及通訊設備零售業,05,9397993
G.批發及零售業,47 零售業,484 汽機車及其零配件、用品零售業,05,14419276
G.批發及零售業,47 零售業,485 其他專賣零售業,05,6404116
G.批發及零售業,47 零售業,486 零售攤販,05,102056
G.批發及零售業,47 零售業,487 其他非店面零售業,05,3825654
H.運輸及倉儲業,49 陸上運輸業,491 鐵路運輸業,05,113153443
H.運輸及倉儲業,49 陸上運輸業,492 大眾捷運系統運輸業,05,88036754
H.運輸及倉儲業,49 陸上運輸業,493 汽車客運業,05,1909410
H.運輸及倉儲業,49 陸上運輸業,494 汽車貨運業,05,6310149
H.運輸及倉儲業,49 陸上運輸業,499 其他陸上運輸業,05,80000
H.運輸及倉儲業,50 水上運輸業,501 海洋水運業,05,1585543
H.運輸及倉儲業,50 水上運輸業,502 內河及湖泊水運業,05,0
H.運輸及倉儲業,51 航空運輸業,,05,5174142
H.運輸及倉儲業,52 運輸輔助業,521 報關業,05,2056146
H.運輸及倉儲業,52 運輸輔助業,522 船務代理業,05,143019
H.運輸及倉儲業,52 運輸輔助業,523 貨運承攬業,05,2671907
H.運輸及倉儲業,52 運輸輔助業,524 陸上運輸輔助業,05,23779025
H.運輸及倉儲業,52 運輸輔助業,525 水上運輸輔助業,05,17158124
H.運輸及倉儲業,52 運輸輔助業,526 航空運輸輔助業,05,28334143
H.運輸及倉儲業,52 運輸輔助業,529 其他運輸輔助業,05,8193936
H.運輸及倉儲業,53 倉儲業,,05,54447125
H.運輸及倉儲業,54 郵政及快遞業,541 郵政業,05,2065917
H.運輸及倉儲業,54 郵政及快遞業,542 快遞業,05,4629336
I.住宿及餐飲業,55 住宿業,551 短期住宿業,05,176072842
I.住宿及餐飲業,55 住宿業,559 其他住宿業,05,216272
I.住宿及餐飲業,56 餐飲業,561 餐食業,05,105078365
I.住宿及餐飲業,56 餐飲業,562 外燴及團膳承包業,05,6454216
I.住宿及餐飲業,56 餐飲業,563 飲料業,05,6202150
J.出版、影音製作、傳播及資通訊服務業,58 出版業,581 新聞、雜誌、期刊、書籍及其他出版業,05,3859990
J.出版、影音製作、傳播及資通訊服務業,58 出版業,582 軟體出版業,05,314713
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,591 影片及電視節目業,05,8636310
J.出版、影音製作、傳播及資通訊服務業,59 影片及電視節目業；聲音錄製及音樂發行業,592 聲音錄製及音樂發行業,05,185918
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,601 廣播業,05,7258559
J.出版、影音製作、傳播及資通訊服務業,60 廣播、電視節目編排及傳播業,602 電視節目編排及傳播業,05,10391753
J.出版、影音製作、傳播及資通訊服務業,61 電信業,,05,125087819
J.出版、影音製作、傳播及資通訊服務業,62 電腦程式設計、諮詢及相關服務業,,05,4077950
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,"631 入口網站經營、資料處理、
      主機及網站代管服務業",05,49745931
J.出版、影音製作、傳播及資通訊服務業,63 資訊服務業,639 其他資訊服務業,05,285720
K.金融及保險業,64 金融服務業,641 貨幣中介業,05,74194799
K.金融及保險業,64 金融服務業,642 控股業,05,1382129
K.金融及保險業,64 金融服務業,643 信託、基金及類似金融實體,05,826600
K.金融及保險業,64 金融服務業,649 其他金融服務業,05,2746284
K.金融及保險業,65 保險業,651 人身保險業,05,33051253
K.金融及保險業,65 保險業,652 財產保險業,05,2799102
K.金融及保險業,65 保險業,653 再保險業,05,0
K.金融及保險業,65 保險業,654 退休基金,05,0
K.金融及保險業,65 保險業,655 保險輔助業,05,781098
K.金融及保險業,66 證券期貨及金融輔助業,661 證券業,05,6939274
K.金融及保險業,66 證券期貨及金融輔助業,662 期貨業,05,168904
K.金融及保險業,66 證券期貨及金融輔助業,664 基金管理業,05,201840
K.金融及保險業,66 證券期貨及金融輔助業,669 其他金融輔助業,05,3173013
L.不動產業,67 不動產開發業,,05,50643501
L.不動產業,68 不動產經營及相關服務業,681 不動產經營業,05,42406015
L.不動產業,68 不動產經營及相關服務業,689 其他不動產業,05,8302587
M.專業、科學及技術服務業,69 法律及會計服務業,691 法律服務業,05,3345815
M.專業、科學及技術服務業,69 法律及會計服務業,692 會計服務業,05,1160680
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,701 企業總管理機構,05,46871790
M.專業、科學及技術服務業,70 企業總管理機構及管理顧問業,702 管理顧問業,05,4381407
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,711 建築、工程服務及相關技術顧問業,05,6034423
M.專業、科學及技術服務業,71 建築、工程服務及技術檢測、分析服務業,712 技術檢測及分析服務業,05,9142273
M.專業、科學及技術服務業,72 研究發展服務業,721 自然及工程科學研究發展服務業,05,9583461
M.專業、科學及技術服務業,72 研究發展服務業,722 社會及人文科學研究發展服務業,05,97020
M.專業、科學及技術服務業,72 研究發展服務業,723 綜合研究發展服務業,05,5464302
M.專業、科學及技術服務業,73 廣告業及市場研究業,731 廣告業,05,798654
M.專業、科學及技術服務業,73 廣告業及市場研究業,732 市場研究及民意調查業,05,120080
M.專業、科學及技術服務業,74 專門設計業,,05,749005
